occurrence id,location id,alert id,feed id,longitude,latitude,occurrence date,location name,precision,model eligible,validation weighting,geoname id,GAUL_code,title,publication date,url,feed name,language,summary,aegypti_suitability,albopictus_suitability,
1777,247,1055,2,73.781,20.001,03/04/2002 03:50,"Nashik, Maharashtra, India",PRECISE,t,1,,,PRO/EDR> Chikungunya - Indian Ocean update (13): India,03/04/2002 03:50,http://promedmail.org/direct.php?id=20060403.0997,ProMED Mail,,"Source: The Times of India, 3 Apr 2006 [edited] Chikungunya reported from 29 villages of Nasik (or Nashik) ----------------------------------------------- An outbreak of chikungunya (CHIK), a mosquito-transmitted viral fever, has been reported from 29 villages of Nasik district in Maharashtra, and over 500 people who showed symptoms of the disease have been ...",0.92232994,0.839268656,
4640,51,3100,2,78,11,16/10/2002 04:00,"Tamil Nadu State, India",ADMIN1,t,1,,1508,PRO/EDR> Chikungunya - India (11),16/10/2002 04:00,http://promedmail.org/direct.php?id=20061017.2986,ProMED Mail,,,0.978711991,0.757605044,
2799,301,1819,2,78.24,12.13,04/07/2002 04:00,"Dharmapuri, Tamil Nadu, India",ADMIN2,t,1,1272848,17868,PRO/EDR> Chikungunya - India (02),04/07/2002 04:00,http://promedmail.org/direct.php?id=20060705.1851,ProMED Mail,,,0.812439645,0.469447032,
2489,321,1575,2,80.24963,13.06042,19/06/2002 04:00,"Chennai, Tamil Nadu, India",PRECISE,t,1,1264527,,PRO/EDR> Chikungunya - Indian Ocean update (27): India,19/06/2002 04:00,http://promedmail.org/direct.php?id=20060620.1699,ProMED Mail,,,0.958929452,0.609455589,
4668,170,3100,2,78,23.25,16/10/2002 04:00,"Madhya Pradesh State, India",ADMIN1,t,1,,70079,PRO/EDR> Chikungunya - India (11),16/10/2002 04:00,http://promedmail.org/direct.php?id=20061017.2986,ProMED Mail,,,0.924487912,0.527189748,
3906,408,2623,2,100.41798,5.43949,06/09/2002 04:00,"Sungai Dua, Butterworth, Penang, Malaysia",PRECISE,t,1,,,PRO/EDR> Chikungunya - Indonesia: RFI,06/09/2002 04:00,http://promedmail.org/direct.php?id=20060907.2542,ProMED Mail,,,0.962083576,0.934996714,
838,93,524,2,57.79884,-20.23056,15/02/2002 04:50,Mauritius,COUNTRY,t,1,934292,160,PRO/EDR> Chikungunya - Mauritius and Reunion Island (10): Mauritius,15/02/2002 04:50,http://promedmail.org/direct.php?id=20060215.0501,ProMED Mail,,,0.707070622,0.492203884,
845,145,522,2,45.13833,-12.84306,18/02/2002 04:50,"Region d'outre-mer de Mayotte, France",COUNTRY,t,1,,161,PRO/EDR> Chikungunya - Indian Ocean update,18/02/2002 04:50,http://promedmail.org/direct.php?id=20060218.0525,ProMED Mail,,,0.618007738,0.181150072,
269,43,223,2,55.6,-21.1,02/01/2002 04:50,"Region d'outre-mer de Reunion, France",COUNTRY,t,1,,206,PRO> Chikungunya - Mauritius and Reunion Island: Reunion,02/01/2002 04:50,http://promedmail.org/direct.php?id=20060102.0007,ProMED Mail,,,0.047103422,0.761407892,
5351,483,3777,5,81.23333,8.56667,29/11/2002 00:13,"Trincomalee, North Eastern, Sri Lanka",PRECISE,t,1,1226260,,IMC fights Chikungunya Outbreak in Sri Lanka - Reuters AlertNet,29/11/2002 00:13,http://news.google.com/news/url?sa=T&ct=us/1-0&fd=R&url=http://www.alertnet.org/thenews/fromthefield/218615/116484548182.htm&cid=0&ei=DjluRZSjIoKuoQLe0c3CAg,Google News,,,0.86384442,0.655342614,
5402,490,3820,2,81.83472,7.40902,21/11/2002 05:00,"Kalmunai, Eastern Province, Sri Lanka",PRECISE,t,1,1242110,,PRO/EDR> Chikungunya - Sri Lanka (02),21/11/2002 05:00,http://promedmail.org/direct.php?id=20061122.3320,ProMED Mail,,,0.871133773,0.54906403,
5342,480,3771,2,80.00056,9.66777,28/11/2002 05:00,"Jaffna, North Eastern, Sri Lanka",PRECISE,t,1,1242833,,PRO/EDR> Chikungunya - Sri Lanka (03),28/11/2002 05:00,http://promedmail.org/direct.php?id=20061129.3380,ProMED Mail,,,0.929248846,0.919216997,
18344,737,14486,4,43.36848,-11.74309,05/09/2003 19:00,Comoros,COUNTRY,t,1,921929,58,"Outbreak of chikungunya in the French Territories, 2006: lessons...",05/09/2003 19:00,http://www.eurosurveillance.org/ew/2007/070906.asp#3,EuroSurveillance,,"On 17 March 2005, the Institut de Veille Sanitaire (InVS) launched an alert about the risk of chikungunya fever to the French territories in the Indian Ocean, based on information about an outbreak on the Comoros from the World Health Organization (WHO)....",0.119486447,0.751375443,
10068,804,7530,2,9.45059,0.38364,18/05/2003 11:00,"Libreville, Estuaire Province, Gabon",PRECISE,t,1,2399697,,PRO/EDR> Chikungunya - Africa (Gabon),18/05/2003 11:00,http://promedmail.org/direct.php?id=20070519.1591,ProMED Mail,,"[1] Date: 11 May 2007 From: Eric Leroy Chikungunya - Gabon ------------------- A chikungunya outbreak has just been identified in Libreville, the capital of Gabon in Central Africa.",0.852901649,0.867086398,
13010,151,9996,2,77.2119,28.6713,22/07/2003 01:00,"National Capital Territory of Delhi, India",ADMIN1,t,1,1273293,1489,PRO/EDR> Chikungunya - Indian Ocean update (17): India (Delhi),22/07/2003 01:00,http://promedmail.org/direct.php?id=20070722.2355,ProMED Mail,,"Source: The Hindu [edited] Three more chikungunya cases have been reported here in the capital, taking the grand total of such cases registered so far to 11. While one case is from Delhi, the other 10 are patients who have come from areas outside Delhi. Chikungunya is a viral illness spread by the bite of infected mosquitoes.",0.912659155,0.90491506,
10185,833,7610,2,73.18758,22.30655,30/04/2003 01:00,"Vadodara, Gujarat, India",PRECISE,t,1,,,"PRO/EDR> Chikungunya - Indian Ocean update (07): India (Vadodara), susp.",30/04/2003 01:00,http://promedmail.org/direct.php?id=20070430.1405,ProMED Mail,,"Source: Cities.expressindia.com [edited] While some private doctors in Dabhoi taluka have confirmed the occurrence of suspected chikungunya cases in village pockets such as Vadaj, Vadodara district health authorities denied this.",0.90411117,0.436245975,
11714,898,8909,5,76.64972,12.30722,11/06/2003 20:18,"Mysore, Karnataka, India",PRECISE,t,1,1262321,,An entire village hit by outbreak of chikungunya-like disease - Hindu,11/06/2003 20:18,http://news.google.com/news/url?sa=T&ct=us/1-0&fd=R&url=http://www.hindu.com/2007/06/13/stories/2007061312890100.htm&cid=0&ei=riVvRqTiMoP20QH3kay1AQ,Google News,,"Hindu, India - PAINFUL: A large number of people in Pushpagiri near Mysore have displayed symptoms such as swelling of joints. aEUR PHOTO: MA SRIRAM MYSORE: An outbreak of a ...""",0.906808544,0.659412705,
12114,261,9227,5,76.5087,9.9904,17/07/2003 09:38,"Kerala State, India",ADMIN1,t,1,1267254,1495,Kerala ready to invite WHO to study fever outbreak - India eNews.com,17/07/2003 09:38,http://news.google.com/news/url?sa=T&ct=us/0-0&fd=R&url=http://www.indiaenews.com/health/20070718/61318.htm&cid=0&ei=quSdRu_NO4740QGZ0YGDAQ,Google News,,"India eNews.com, India - Kerala Health Minister PK Sreemathi Wednesday said the government was not averse to inviting the World Health Organisation (WHO) to study the outbreak of a ...",0.796288169,0.938456674,
12113,261,9226,2,76.5087,9.9904,18/07/2003 00:00,"Kerala State, India",ADMIN1,t,1,1267254,1495,PRO/EDR> Chikungunya - Indian Ocean update (16): India (Kerala),18/07/2003 00:00,http://promedmail.org/direct.php?id=20070718.2305,ProMED Mail,,"Source: The Times of India [edited] [According to] the Health Minister, 173 people have died of chikungunya [virus infection] in the state [of Kerala] this year [2007].",0.796288169,0.938456674,
9996,426,7483,2,76.66666,9.66667,23/05/2003 23:00,"Kottayam, Kerala, India",ADMIN2,t,1,1265912,17702,PRO/EDR> Chikungunya - Indian Ocean update (08): India (Kerala),23/05/2003 23:00,http://promedmail.org/direct.php?id=20070524.1669,ProMED Mail,,"Source: The Hindu News update service [edited] The public health system in Kerala has been put on high alert as chikungunya viral fever cases have been reported from Pathanamthitta, Kottayam and Alappuzha districts in the state.",0.702817431,0.63941175,
13780,384,9229,5,76.91666,8.48333,14/07/2003 06:48,"Thiruvananthapuram, Kerala, India",PRECISE,t,1,1254163,,Kerala: Viral fever outbreak resurfaces - NDTV.com,14/07/2003 06:48,http://news.google.com/news/url?sa=T&ct=us/0-0&fd=R&url=http://www.ndtv.com/convergence/ndtv/story.aspx%3Fid%3DNEWEN20070018987&cid=0&ei=A8aZRrf_H4K40QGcma2HAQ,Google News,,"NDTV.com, India - The viral fever outbreak in Kerala, which seemed to be abating, has resurfaced in some districts of the state. Over the last six months, nearly 19000 cases ...",0.927596283,0.8904165,
11756,427,8586,5,76.6,8.88333,08/06/2003 14:38,"Kollam, Kerala, India",PRECISE,t,1,1259091,,Kerala seeks army help to tackle outbreak of fever - India eNews.com,08/06/2003 14:38,http://news.google.com/news/url?sa=T&ct=us/0-0&fd=R&url=http://www.indiaenews.com/health/20070609/55492.htm&cid=0&ei=c8BqRsqIMIX20AGa_KmQAw,Google News,,"India eNews.com, India - The Kerala government has sought help of army personnel who will coordinate with the state's health service to control further spread of chikungunya viral ...",0.889171907,0.927343592,
11538,796,8683,5,76.78333,9.26667,09/06/2003 17:27,"Pathanamthitta, Kerala, India",PRECISE,t,1,1260138,,Fever outbreak in Kerala: Defence medical teams step in - Hindustan Times,09/06/2003 17:27,http://news.google.com/news/url?sa=T&ct=us/0-0&fd=R&url=http://www.hindustantimes.com/redir.aspx%3FID%3Dafed4c4f-14c5-462e-a06f-860d304adaa4&cid=1116966137&ei=JDxsRuX1FIG00QG6gvG1AQ,Google News,,"Hindustan Times, India - PTI Efforts to contain the outbreak of viral fever in Kerala intensified on Sunday with defence medical teams stepping in to help the state health ...",0.728407727,0.778636816,
11547,887,8683,5,76.96667,9.85,09/06/2003 17:27,"Idukki, Kerala, India",PRECISE,t,1,1269811,,Fever outbreak in Kerala: Defence medical teams step in - Hindustan Times,09/06/2003 17:27,http://news.google.com/news/url?sa=T&ct=us/0-0&fd=R&url=http://www.hindustantimes.com/redir.aspx%3FID%3Dafed4c4f-14c5-462e-a06f-860d304adaa4&cid=1116966137&ei=JDxsRuX1FIG00QG6gvG1AQ,Google News,,"Hindustan Times, India - PTI Efforts to contain the outbreak of viral fever in Kerala intensified on Sunday with defence medical teams stepping in to help the state health ...",0.715261951,0.451095175,
20750,205,16311,2,85.0014,20.7524,06/11/2003 18:00,"Orissa State, India",ADMIN1,t,1,,1504,PRO/EDR> Chikungunya - Indian Ocean update (26): India (Orissa),06/11/2003 18:00,http://promedmail.org/direct.php?id=20071107.3619,ProMED Mail,,Source: Newindpress.com [edited] Hundreds have been affected by chikungunya [virus] in the district with heavy rush of patients complaining of high fever and joint pains reported in various ...,0.841378801,0.721062849,
7490,687,5510,2,84.5,19.5,25/02/2003 08:00,"Ganjam, Orissa, India",ADMIN2,t,1,1271622,17811,PRO/EDR> Chikungunya - Indian Ocean update (04): India,25/02/2003 08:00,http://promedmail.org/direct.php?id=20070226.0689,ProMED Mail,,"Source: Newindpress.com [edited] Chikungunya has spread to Ganjam from Puri and Nayagarh districts since January [2007], said Dr Umashankar Misra, assistant professor of medicine at MKCG Medical [College in Berhampur, Orissa] on Sunday [25 Feb 2007].",0.678128144,0.428866861,
18367,1133,14506,2,75.81667,26.91667,03/09/2003 11:00,"Jaipur, Rajasthan, India",PRECISE,t,1,1269515,,"PRO/EDR> Chikungunya - Indian Ocean update (24): India (Jaipur), susp., RFI",03/09/2003 11:00,http://promedmail.org/direct.php?id=20070904.2910,ProMED Mail,,"Source: Newindpress.com [edited] With 8 more cases reported on Sunday [2 Sep 2007], the number of chikungunya cases in Mugpal Kelasahi village in Jaipur district has reached 91. Over 50 affected persons are still undergoing treatment in various hospitals. However, no deaths have been reported so far.",0.955144695,0.865977334,
21927,1288,17190,2,88.41667,22.58333,08/12/2003 22:00,"Salt Lake City, Kolkata West Bengal, India",PRECISE,t,1,1257591,,"PRO/EDR> Chikungunya (03): Indonesia, India",08/12/2003 22:00,http://promedmail.org/direct.php?id=20071209.3971,ProMED Mail,,"In this update: [1] Indonesia - Sumatra [2] Indonesia - Central Java (Brebes) [3] Indonesia - Central Java (Pekalongan) [4] India - West Bengal ****** [1] Indonesia - Sumatra Date: Fri 7 Dec 2007 Source: Padang Ekspres [edited] The illness chikungunya has become an epidemic in Padang City. The illness was found in 77 cases in 3 outbreak areas. As prevention efforts, the Health Service did fogging (fumigation) and provided medical treatment to the sufferers.",0.887246831,0.779291052,
17212,1039,13577,2,88.7109,22.71005,15/08/2003 03:00,"North 24 Parganas, West Bengal, India",PRECISE,t,1,,,PRO/EDR> Chikungunya - Indian Ocean update (22): India (West Bengal),15/08/2003 03:00,http://promedmail.org/direct.php?id=20070815.2671,ProMED Mail,,"Source: DailyIndia.Com [edited] Scores of people suffering with the crippling fever chikungunya have been reported from West Bengal's North 24 Pargana District. Of the 36 samples that were earlier sent to the Indian Council for Medical Research (ICMR), 21 have tested positive.",0.859454255,0.791305883,
19422,1183,15356,6,85.5,23.75,10/10/2003 23:07,"Jharkhand State, India",ADMIN1,t,1,1444365,70078,Malaria menace begins,10/10/2003 23:07,http://c.moreover.com/click/here.pl?r1133164867,Moreover Technologies,,"Ranchi, Oct. 11: Days after stagnant rainwater has started receding in many areas in the city, cases of mosquito-borne diseases are on the rise. Cases of malaria and chikungunya are being registered at city hospitals.",0.822222795,0.675405551,
18185,1108,14372,2,11.02394,44.53461,17/09/2003 20:00,"Emilia-Romagna, Italy",ADMIN1,t,1,3177401,1620,PRO/EDR> Chikungunya - Italy (Emilia Romagna) (05),17/09/2003 20:00,http://promedmail.org/direct.php?id=20070918.3102,ProMED Mail,,"Source: WHO Europe Communicable disease surveillance and response [edited] As of 13 Sep 2007, 254 cases of potential chikungunya virus infection were identified in Emilia Romagna Region as a result of ongoing active surveillance activities.",0.152727105,0.940077279,
18094,1102,14299,2,12.20111,44.4175,07/09/2003 00:00,"Ravenna, Emilia-Romagna, Italy",PRECISE,t,1,3169561,,PRO/EDR> Chikungunya - Italy (Emilia Romagna) (04),07/09/2003 00:00,http://promedmail.org/direct.php?id=20070907.2957,ProMED Mail,,"[1] General overview [2] _Aedes albopictus_ positive ****** [1] General overview Date: Tue 4 Sep 2007 Source: Eurosurveillance [edited] During the month of August [2007], local health authorities of the province of Ravenna, Region Emilia-Romagna, Italy, detected an unusually high number of cases of febrile illness in Castiglione di Cervia & Castiglione di Ravenna, 2 ...",0.175058529,0.90659405,
8524,732,6279,2,79.8283,8.0362,19/03/2003 19:00,"Puttalam, North Western, Sri Lanka",PRECISE,t,1,1229293,,"PRO/EDR> Chikungunya - Indian Ocean (06): Sri Lanka, India, Islands",19/03/2003 19:00,http://promedmail.org/direct.php?id=20070320.0974,ProMED Mail,,"Source: USA Centers for Disease Control and Prevention [edited] A unit of the Ministry of Healthcare and Nutrition in Sri Lanka recently reported laboratory-confirmed cases of chikungunya fever in patients from several districts; the most affected districts are Batticaloa, Colombo, Jaffna, Kalmunai, Mannar, Puttalam, and Trincomalee.",0.597752342,0.23478092,
8523,484,6279,2,79.9,8.98333,19/03/2003 19:00,"Mannar, North Eastern, Sri Lanka",PRECISE,t,1,1236150,,"PRO/EDR> Chikungunya - Indian Ocean (06): Sri Lanka, India, Islands",19/03/2003 19:00,http://promedmail.org/direct.php?id=20070320.0974,ProMED Mail,,"Source: USA Centers for Disease Control and Prevention [edited] A unit of the Ministry of Healthcare and Nutrition in Sri Lanka recently reported laboratory-confirmed cases of chikungunya fever in patients from several districts; the most affected districts are Batticaloa, Colombo, Jaffna, Kalmunai, Mannar, Puttalam, and Trincomalee.",0.876477589,0.513439529,
8520,489,6279,2,79.84778,6.93194,19/03/2003 19:00,"Colombo, Colombo District, Western, Sri Lanka",PRECISE,t,1,1248991,,"PRO/EDR> Chikungunya - Indian Ocean (06): Sri Lanka, India, Islands",19/03/2003 19:00,http://promedmail.org/direct.php?id=20070320.0974,ProMED Mail,,"Source: USA Centers for Disease Control and Prevention [edited] A unit of the Ministry of Healthcare and Nutrition in Sri Lanka recently reported laboratory-confirmed cases of chikungunya fever in patients from several districts; the most affected districts are Batticaloa, Colombo, Jaffna, Kalmunai, Mannar, Puttalam, and Trincomalee.",0.949532734,0.980530381,
8519,731,6279,2,81.70036,7.7079,19/03/2003 19:00,"Batticaloa, Sri Lanka",PRECISE,t,1,,,"PRO/EDR> Chikungunya - Indian Ocean (06): Sri Lanka, India, Islands",19/03/2003 19:00,http://promedmail.org/direct.php?id=20070320.0974,ProMED Mail,,"Source: USA Centers for Disease Control and Prevention [edited] A unit of the Ministry of Healthcare and Nutrition in Sri Lanka recently reported laboratory-confirmed cases of chikungunya fever in patients from several districts; the most affected districts are Batticaloa, Colombo, Jaffna, Kalmunai, Mannar, Puttalam, and Trincomalee.",0.929304992,0.859697819,
21991,1214,17290,2,112.58789,-7.64566,01/12/2003 04:57,"East Java, Indonesia",ADMIN1,t,1,,1013663,"PRO/EDR> Chikungunya (02): Indonesia (Java), susp.",01/12/2003 04:57,http://promedmail.org/direct.php?id=20071201.3876,ProMED Mail,,"Source: Jawa Pos [in Indonesian, trans., edited] The attack of chikungunya in the Kepanjen Subdistrict territory, Kebupaten Malang, continued to increase. Moreover, since yesterday afternoon [01 Dec 2007], the Kepanjen Community Health Centre was appointed as an emergency [unit].",0.554299264,0.342026868,
20488,1217,16171,2,106.78917,-6.59444,23/11/2003 22:00,"Bogor, West Java, Indonesia",PRECISE,t,1,1648473,,PRO/EDR> Chikungunya - Indian Ocean update (28): Indonesia (Java),23/11/2003 22:00,http://promedmail.org/direct.php?id=20071124.3802,ProMED Mail,,"Source: Postkota [in Indonesian trans. anonymous contributor, edited] A total of 17 residents in areas RT 01 and RT 02 of the Loji District, West Bogor, have been attacked by the plague chikungunya, 10 most recently. According to Anwar, Chairman of RT 01, it was suspected that the spreading of the illness was caused because of dirty Ciomas River water.",0.917814708,0.957955436,
8666,751,6392,2,107,-6.23333,07/03/2003 19:00,"Bekasi, Indonesia",PRECISE,t,1,,,PRO/EDR> Chikungunya - Indian Ocean update (05): Indonesia,07/03/2003 19:00,http://promedmail.org/direct.php?id=20070308.0818,ProMED Mail,,"Source: The Jakarta Post [edited] The disabling mosquito-borne disease, chikungunya, has been diagnosed in 98 people from Bekasi, the capital city of the regency, and the number is expected to rise, a health official said Monday [5 Mar 2007].",0.961026553,0.912247813,
21845,181,17190,2,110,-7.5,08/12/2003 22:00,"Central Java, Indonesia",ADMIN1,t,1,,1013686,"PRO/EDR> Chikungunya (03): Indonesia, India",08/12/2003 22:00,http://promedmail.org/direct.php?id=20071209.3971,ProMED Mail,,"In this update: [1] Indonesia - Sumatra [2] Indonesia - Central Java (Brebes) [3] Indonesia - Central Java (Pekalongan) [4] India - West Bengal ****** [1] Indonesia - Sumatra Date: Fri 7 Dec 2007 Source: Padang Ekspres [edited] The illness chikungunya has become an epidemic in Padang City. The illness was found in 77 cases in 3 outbreak areas. As prevention efforts, the Health Service did fogging (fumigation) and provided medical treatment to the sufferers.",0.399625496,0.713434957,
21926,1287,17190,2,109.6753,-6.8886,08/12/2003 22:00,"Pekalongan, Central Java, Indonesia",PRECISE,t,1,1631766,,"PRO/EDR> Chikungunya (03): Indonesia, India",08/12/2003 22:00,http://promedmail.org/direct.php?id=20071209.3971,ProMED Mail,,"In this update: [1] Indonesia - Sumatra [2] Indonesia - Central Java (Brebes) [3] Indonesia - Central Java (Pekalongan) [4] India - West Bengal ****** [1] Indonesia - Sumatra Date: Fri 7 Dec 2007 Source: Padang Ekspres [edited] The illness chikungunya has become an epidemic in Padang City. The illness was found in 77 cases in 3 outbreak areas. As prevention efforts, the Health Service did fogging (fumigation) and provided medical treatment to the sufferers.",0.93932728,0.800297441,
29370,1760,23138,2,78.82218,14.46501,03/05/2004 16:00,"Kadapa District, Andhra Pradesh, India",PRECISE,t,1,,,"PRO/EDR> Chikungunya (16): India (Karnataka), Sri Lanka RFI",03/05/2004 16:00,http://promedmail.org/direct.php?id=20080504.1524,ProMED Mail,,[1] India (Karnataka) [2] Sri Lanka (Sabaragamuwa): Request for Information ****** [1] India [Karnataka] Date: Sat 3 May 2008 Source: DaijiWorld [edited] Medical investigations have revealed that 6 persons are suffering from ...,0.94942748,0.435370703,
29925,1728,23615,2,75.38977,12.55819,27/06/2004 15:00,"Sulya, Dakshina Kannada, Karnataka, India",PRECISE,t,1,1255482,,"PRO/EDR> Chikungunya (25): India (Karataka, Kerala)",27/06/2004 15:00,http://promedmail.org/direct.php?id=20080628.1986,ProMED Mail,,"Source: Deccan Herald [edited] Of the 500 blood samples collected from the suspected chikungunya cases in Dakshina Kannada district, as many as 78 have been tested positive, according to District Health Officer (DHO) Dr Jagannath.",0.691998172,0.190005385,
29926,1729,23615,2,75.21667,12.76667,27/06/2004 15:00,"Puttur, Karnataka, India",PRECISE,t,1,1259124,,"PRO/EDR> Chikungunya (25): India (Karataka, Kerala)",27/06/2004 15:00,http://promedmail.org/direct.php?id=20080628.1986,ProMED Mail,,"Source: Deccan Herald [edited] Of the 500 blood samples collected from the suspected chikungunya cases in Dakshina Kannada district, as many as 78 have been tested positive, according to District Health Officer (DHO) Dr Jagannath.",0.922584776,0.396858625,
29928,882,23615,2,74.88333,12.86667,27/06/2004 15:00,"Mangalore, Karnataka, India",PRECISE,t,1,1263780,,"PRO/EDR> Chikungunya (25): India (Karataka, Kerala)",27/06/2004 15:00,http://promedmail.org/direct.php?id=20080628.1986,ProMED Mail,,"Source: Deccan Herald [edited] Of the 500 blood samples collected from the suspected chikungunya cases in Dakshina Kannada district, as many as 78 have been tested positive, according to District Health Officer (DHO) Dr Jagannath.",0.932258566,0.792899686,
28970,1430,22851,2,74.98333,13.2,26/05/2004 17:00,"Karkal, Karnataka, India",PRECISE,t,1,1267739,,"PRO/EDR> Chikungunya (21): India (Karnataka), RFI",26/05/2004 17:00,http://promedmail.org/direct.php?id=20080527.1723,ProMED Mail,,Source: Mangalorean.com [edited] The increase in the number of patients visiting hospitals with viral fever and joint ache have set an alarm of a possible attack of the dreaded chikungunya in the district. Some 18 cases suspecting chikungunya were reported from Mala Primary Health Centre of Karkala taluk from 12-21 May [2008].,0.961848194,0.952317113,
30079,1806,23726,2,76.4,14.23333,25/06/2004 17:00,"Chitradurga, Karnataka, India",PRECISE,t,1,1274056,,PRO/EDR> Chikungunya (24): India (Karnataka),25/06/2004 17:00,http://promedmail.org/direct.php?id=20080626.1969,ProMED Mail,,Source: Times of India [edited] [It is official that] a chikungunya outbreak has hit the city [Bangalore].,0.925819468,0.726793927,
29929,1730,23615,2,75.321,13.005,27/06/2004 15:00,"Beltangadi Taluk, Karnataka, India",PRECISE,t,1,8224497,,"PRO/EDR> Chikungunya (25): India (Karataka, Kerala)",27/06/2004 15:00,http://promedmail.org/direct.php?id=20080628.1986,ProMED Mail,,"Source: Deccan Herald [edited] Of the 500 blood samples collected from the suspected chikungunya cases in Dakshina Kannada district, as many as 78 have been tested positive, according to District Health Officer (DHO) Dr Jagannath.",0.292092243,0.060502658,
33461,2619,26342,2,74.81709,13.06929,09/08/2004 15:00,"Kilpady, Karnataka, India",PRECISE,t,1,,,PRO/EDR> Chikungunya (32): India (Karnataka),09/08/2004 15:00,http://promedmail.org/direct.php?id=20080810.2463,ProMED Mail,,"Source: Daijiworld.com [edited] More than 50 chikungunya cases have been reported from Moilottu in Kilpadi village limits, near Mulky, over the past few days, triggering panic among residents in the region.",0.974451781,0.965138181,
29082,1731,22935,2,75.03617,12.89687,22/05/2004 15:00,"Bantwal, Karnataka, India",PRECISE,t,1,,,PRO/EDR> Chikungunya (20): India (Karnataka),22/05/2004 15:00,http://promedmail.org/direct.php?id=20080523.1697,ProMED Mail,,"Source: Mangalorean.com [edited] Deputy commissioner M Maheshwar Rao has said that over 4000 people are said to be suffering from chikungunya in the district. Addressing health workers and administrative officers at a review meeting [in Mangalore] on Thursday (22 May 2008) he said: ""More than 2100 cases have been confirmed.",0.881204855,0.800492755,
30080,1807,23726,2,77.59457,12.9716,25/06/2004 17:00,"Bengaluru, Karnataka, India",PRECISE,t,1,,,PRO/EDR> Chikungunya (24): India (Karnataka),25/06/2004 17:00,http://promedmail.org/direct.php?id=20080626.1969,ProMED Mail,,Source: Times of India [edited] [It is official that] a chikungunya outbreak has hit the city [Bangalore].,0.937288242,0.923451237,
