ID,Start_month,Start_year,End_month,End_year,Host,Community,Lower_age,Upper_age,N_occurrence,Presence/absence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Admin2_1,Admin1_1,Publication_year,Source_1,Source_2
1640,11,1995,3,1996,Homo sapiens,occupants of poorly built houses,15,99,136,1,Positive in two independent serological tests,Argentina,points,Tobas,-29.2,-60.2,Paper,Villa Mineti,-28.6,-61.6,Paper ,,,,,,,,,,,2004,"Catala, S. S. et al. Entomological aspects of Chagas' disease transmission in the domestic habitat, Argentina. Rev. Saude Publica 38, 216-222 (2004).",
1641,11,1995,3,1996,Homo sapiens,occupants of poorly built houses,0,14,77,1,Positive in two independent serological tests,Argentina,points,Tobas,-29.2,-60.2,Paper,Villa Mineti,-28.6,-61.6,Paper ,,,,,,,,,,,2004,"Catala, S. S. et al. Entomological aspects of Chagas' disease transmission in the domestic habitat, Argentina. Rev. Saude Publica 38, 216-222 (2004).",
1642,10,1997,10,1997,Homo sapiens,occupants of poorly built houses,15,99,27,1,Positive in two independent serological tests,Argentina,point,Chepes,-31.2,-66.24,Paper,,,,,,,,,,,,,,,2004,"Catala, S. S. et al. Entomological aspects of Chagas' disease transmission in the domestic habitat, Argentina. Rev. Saude Publica 38, 216-222 (2004).",
1643,10,1997,10,1997,Homo sapiens,occupants of poorly built houses,0,14,8,1,Positive in two independent serological tests,Argentina,point,Chepes,-31.2,-66.24,Paper,,,,,,,,,,,,,,,2004,"Catala, S. S. et al. Entomological aspects of Chagas' disease transmission in the domestic habitat, Argentina. Rev. Saude Publica 38, 216-222 (2004).",
1797,11,2007,12,2007,Homo sapiens,cardiovascular patients,0,99,,1,Positive in two independent serological tests,Chile,polygon,Chacabuco Province,,,,,,,,,,,,,,,,12967,,2008,"Lorca, M. et al. Chagas disease in the rural area of Metropolitan Region (Santiago) and V Region (Aconcagua), Chile. Rev. Med. Chil. 136, 945-946 (2008).",
1798,11,2007,12,2007,Homo sapiens,cardiovascular patients,0,99,,1,Positive in two independent serological tests,Chile,polygon,San Felipe de Aconcagua Province,,,,,,,,,,,,,,,,12981,,2008,"Lorca, M. et al. Chagas disease in the rural area of Metropolitan Region (Santiago) and V Region (Aconcagua), Chile. Rev. Med. Chil. 136, 945-946 (2008).",
1799,11,2007,12,2007,Homo sapiens,cardiovascular patients,0,99,,1,Positive in two independent serological tests,Chile,polygon,San Felipe de Aconcagua Province,,,,,,,,,,,,,,,,12981,,2008,"Lorca, M. et al. Chagas disease in the rural area of Metropolitan Region (Santiago) and V Region (Aconcagua), Chile. Rev. Med. Chil. 136, 945-946 (2008).",
1801,6,2002,6,2002,Homo sapiens,,0,99,,1,Positive in one serological test,Brazil,point,Arcadia,-22.51222,-43.52361,GeoNames,,,,,,,,,,,,,,,2003,"Lorosa, E. S., Valente, M., Cunha, V., Lent, H. & Jurberg, J. Source of Chagas disease in Arcadia, State of Rio de Janeiro, Brazil. Mem. Inst. Oswaldo Cruz 98, 885-887 (2003).",
1802,3,2004,3,2004,Homo sapiens,occupants of infested housing,0,99,,1,Positive in two independent serological tests,Brazil,point,Sao Fidelis ,-21.64611,-42.73333,GeoNames,,,,,,,,,,,,,,,2008,"Lorosa, E. S., Santos, C. M. d. & Jurberg, J. Focus of Chagas disease in Sao Fidelis, in the State of Rio de Janeiro. Rev. Soc. Bras. Med. Trop. 41, 419-420 (2008).",
1810,2,2005,1,2006,Homo sapiens,occupants of infested housing,0,15,39,1,Positive in two independent serological tests,Brazil,polygon,Berilo municipality,,,Paper,,,,,,,,,,,,,7939,,2009,"Machado de Assis, G. F., de Mello Azeredo, B. V., Gorla, D., Diotaiuti, L. & de lana, M. Entomological surveillance of Chagas disease in Berilo municipality, Jequitinhonha Valley, State of Minas Gerais, Brazil. Rev. Soc. Bras. Med. Trop. 42, 615-621 (2009).",
1811,2,2005,1,2006,Homo sapiens,occupants of infested housing,16,29,22,0,Positive in two independent serological tests,Brazil,polygon,Berilo municipality,,,Paper,,,,,,,,,,,,,7939,,2009,"Machado de Assis, G. F., de Mello Azeredo, B. V., Gorla, D., Diotaiuti, L. & de lana, M. Entomological surveillance of Chagas disease in Berilo municipality, Jequitinhonha Valley, State of Minas Gerais, Brazil. Rev. Soc. Bras. Med. Trop. 42, 615-621 (2009).",
1812,2,2005,1,2006,Homo sapiens,occupants of infested housing,30,49,27,1,Positive in two independent serological tests,Brazil,polygon,Berilo municipality,,,Paper,,,,,,,,,,,,,7939,,2009,"Machado de Assis, G. F., de Mello Azeredo, B. V., Gorla, D., Diotaiuti, L. & de lana, M. Entomological surveillance of Chagas disease in Berilo municipality, Jequitinhonha Valley, State of Minas Gerais, Brazil. Rev. Soc. Bras. Med. Trop. 42, 615-621 (2009).",
1813,2,2005,1,2006,Homo sapiens,occupants of infested housing,50,99,36,1,Positive in two independent serological tests,Brazil,polygon,Berilo municipality,,,Paper,,,,,,,,,,,,,7939,,2009,"Machado de Assis, G. F., de Mello Azeredo, B. V., Gorla, D., Diotaiuti, L. & de lana, M. Entomological surveillance of Chagas disease in Berilo municipality, Jequitinhonha Valley, State of Minas Gerais, Brazil. Rev. Soc. Bras. Med. Trop. 42, 615-621 (2009).",
1820,8,2006,12,2006,Homo sapiens,pregnant women,14,45,110,0,Positive in one serological test,Colombia,polygon,Moniquira municipality,,,,,,,,,,,,,,,,13590,,2010,"Manrique A, F. G., Camacho, S. M., Saavedra I, D. L., Herrera A, G. M. & Ospina D, J. M. Prácticas de autocuidado en gestantes con riesgo de contraer enfermedad de Chagas en Moniquirá y Miraflores, Colombia. Rev. Fac. Nac. Salud Pública 28, 230-241 (2010).",
1821,8,2006,12,2006,Homo sapiens,pregnant women,14,45,44,0,Positive in one serological test,Colombia,polygon,Miraflores municipality,,,,,,,,,,,,,,,,13971,,2010,"Manrique A, F. G., Camacho, S. M., Saavedra I, D. L., Herrera A, G. M. & Ospina D, J. M. Prácticas de autocuidado en gestantes con riesgo de contraer enfermedad de Chagas en Moniquirá y Miraflores, Colombia. Rev. Fac. Nac. Salud Pública 28, 230-241 (2010).",
2058,6,2006,6,2006,Homo sapiens,,74,74,1,1,Positive in two independent serological tests and hemoculture,United States of America,point,Unnamed location in Louisiana,29.89163,-89.91507,Personel Communication: P Dorn,,,,,,,,,,,,,,,2007,"Dorn, P. L. et al. Autochthonous transmission of Trypanosoma cruzi, Louisiana. Emerg. Infect. Dis. 13, 605-607 (2007).",
2868,2,2005,1,2006,Homo sapiens,occupants of infested housing,0,15,5,1,Positive in two independent serological tests,Brazil,polygon,Berilo,,,,,,,,,,,,,,,,7939,,2007,"de Assis, G. F., Azeredo, B. V., Carbajal de la Fuente, A. L., Diotaiuti, L. & de Lana, M. Domiciliation of Triatoma pseudomaculata (Correa e Espinola 1964) in the Jequitinhonha Valley, State of Minas Gerais. Rev. Soc. Bras. Med. Trop. 40, 391-396 (2007).",
2869,2,2005,1,2006,Homo sapiens,occupants of infested housing,16,29,8,0,Positive in two independent serological tests,Brazil,polygon,Berilo,,,,,,,,,,,,,,,,7939,,2007,"de Assis, G. F., Azeredo, B. V., Carbajal de la Fuente, A. L., Diotaiuti, L. & de Lana, M. Domiciliation of Triatoma pseudomaculata (Correa e Espinola 1964) in the Jequitinhonha Valley, State of Minas Gerais. Rev. Soc. Bras. Med. Trop. 40, 391-396 (2007).",
2870,2,2005,1,2006,Homo sapiens,occupants of infested housing,30,49,7,1,Positive in two independent serological tests,Brazil,polygon,Berilo,,,,,,,,,,,,,,,,7939,,2007,"de Assis, G. F., Azeredo, B. V., Carbajal de la Fuente, A. L., Diotaiuti, L. & de Lana, M. Domiciliation of Triatoma pseudomaculata (Correa e Espinola 1964) in the Jequitinhonha Valley, State of Minas Gerais. Rev. Soc. Bras. Med. Trop. 40, 391-396 (2007).",
2871,2,2005,1,2006,Homo sapiens,occupants of infested housing,50,99,9,1,Positive in two independent serological tests,Brazil,polygon,Berilo,,,,,,,,,,,,,,,,7939,,2007,"de Assis, G. F., Azeredo, B. V., Carbajal de la Fuente, A. L., Diotaiuti, L. & de Lana, M. Domiciliation of Triatoma pseudomaculata (Correa e Espinola 1964) in the Jequitinhonha Valley, State of Minas Gerais. Rev. Soc. Bras. Med. Trop. 40, 391-396 (2007).",
2922,,,,,Homo sapiens,,7,14,100,1,Positive in one serological test,Nicaragua,polygon,Morrito municipality,,,,,,,,,,,,,,,,22538,,2006,"Zeledon, R., Marin, F., Calvo, N., Lugo, E. & Valle, S. Distribution and ecological aspects of Rhodnius pallescens in Costa Rica and Nicaragua and their epidemiological implications. Mem. Inst. Oswaldo Cruz 101, 75-79 (2006).",
2923,,,,,Homo sapiens,,7,14,100,1,Positive in one serological test,Nicaragua,polygon,San Carlos municipality,,,,,,,,,,,,,,,,22539,,2006,"Zeledon, R., Marin, F., Calvo, N., Lugo, E. & Valle, S. Distribution and ecological aspects of Rhodnius pallescens in Costa Rica and Nicaragua and their epidemiological implications. Mem. Inst. Oswaldo Cruz 101, 75-79 (2006).",
2924,,,,,Homo sapiens,,7,14,100,1,Positive in one serological test,Nicaragua,polygon,El Castillo municipality,,,,,,,,,,,,,,,,22539,,2006,"Zeledon, R., Marin, F., Calvo, N., Lugo, E. & Valle, S. Distribution and ecological aspects of Rhodnius pallescens in Costa Rica and Nicaragua and their epidemiological implications. Mem. Inst. Oswaldo Cruz 101, 75-79 (2006).",
2925,,,,,Homo sapiens,,7,14,100,1,Positive in one serological test,Nicaragua,polygon,San Juan del Norte municipality,,,,,,,,,,,,,,,,22539,,2006,"Zeledon, R., Marin, F., Calvo, N., Lugo, E. & Valle, S. Distribution and ecological aspects of Rhodnius pallescens in Costa Rica and Nicaragua and their epidemiological implications. Mem. Inst. Oswaldo Cruz 101, 75-79 (2006).",
2926,,,,,Homo sapiens,,7,14,100,0,Positive in one serological test,Nicaragua,polygon,El Almendro municipality,,,,,,,,,,,,,,,,22529,,2006,"Zeledon, R., Marin, F., Calvo, N., Lugo, E. & Valle, S. Distribution and ecological aspects of Rhodnius pallescens in Costa Rica and Nicaragua and their epidemiological implications. Mem. Inst. Oswaldo Cruz 101, 75-79 (2006).",
2927,,,,,Homo sapiens,,7,14,100,0,Positive in one serological test,Nicaragua,polygon,San Miguel municipality,,,,,,,,,,,,,,,,22540,,2006,"Zeledon, R., Marin, F., Calvo, N., Lugo, E. & Valle, S. Distribution and ecological aspects of Rhodnius pallescens in Costa Rica and Nicaragua and their epidemiological implications. Mem. Inst. Oswaldo Cruz 101, 75-79 (2006).",
2958,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,3,0,Positive in one serological test,Bolivia,point,Acheral,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2959,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,4,1,Positive in one serological test,Bolivia,point,Agua Blanca,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2960,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,Aguayrendita,-21.83329,-63.75015,Google Maps,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2961,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,1,1,Positive in one serological test,Bolivia,point,Arrozal,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2962,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,Astilleros,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2963,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,4,1,Positive in one serological test,Bolivia,point,Barro Negro,-21.76592,-63.75914,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2964,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,1,1,Positive in one serological test,Bolivia,point,Boyuy,-21.59157,-63.8836,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2965,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,1,1,Positive in one serological test,Bolivia,point,Buena Vista,-21.96755,-63.80194,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2966,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,11,1,Positive in one serological test,Bolivia,point,Campo Largo,-21,-63.73333,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2967,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,9,1,Positive in one serological test,Bolivia,point,Campo Largo Sidras,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2968,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,5,1,Positive in one serological test,Bolivia,point,Canada Ancha,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2969,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,Canaveral,-20.91667,-63.41667,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2970,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,7,1,Positive in one serological test,Bolivia,point,Canitas,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2971,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,5,1,Positive in one serological test,Bolivia,point,Canon Berety,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
