Year,Longitude,Latitude,LocationName,ADMcode,Disease,Pathogen,DataType,IfPolygon_AdminLevel,Country,Source,NumCases,CasesMetric,DiagnosticMetric,SourceType,Admin_name,ADMSource
2003,107,-6.23333,"Bekasi, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2003,109.6753,-6.8886,"Pekalongan, Central Java, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,78.82218,14.46501,"Kadapa District, Andhra Pradesh, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,75.38977,12.55819,"Sulya, Dakshina Kannada, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,75.21667,12.76667,"Puttur, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,74.88333,12.86667,"Mangalore, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,74.98333,13.2,"Karkal, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,76.4,14.23333,"Chitradurga, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,75.321,13.005,"Beltangadi Taluk, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,74.81709,13.06929,"Kilpady, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,75.03617,12.89687,"Bantwal, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,77.59457,12.9716,"Bengaluru, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,75.7707,11.25098,"Kozhikode, Kerala, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,75,12.5,"Kasaragod District, Kerala, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,88.32393,21.65766,"South 24 Parganas, West Bengal, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,102.81667,2.5,"Segamat, Johor, Malaysia",,Chikungunya,Chikungunya virus,point,,Malaysia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,102.55,2.26667,"Tangkak, Johor, Malaysia",,Chikungunya,Chikungunya virus,point,,Malaysia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,103.80805,1.29162,Singapore,,Chikungunya,Chikungunya virus,point,,Singapore,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,103.70944,1.43667,"Lim Chu Kang, Singapore",,Chikungunya,Chikungunya virus,point,,Singapore,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,80.39917,6.68278,"Ratnapura, Sabaragamuwa, Sri Lanka",,Chikungunya,Chikungunya virus,point,,Sri Lanka,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,80.3436,7.2523,"Kegalle, Sabaragamuwa, Sri Lanka",,Chikungunya,Chikungunya virus,point,,Sri Lanka,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,80.41726,8.35648,"Anuradhapura, North Central, Sri Lanka",,Chikungunya,Chikungunya virus,point,,Sri Lanka,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,103.39379,0.99503,"Meral, Riau Islands, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,102.13333,1.46667,"Bengkalis, Riau, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,105.25803,-5.42544,"Bandar Lampung, Lampung, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,114.6859,-8.3736,"Mendoyo, Bali, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,114.79,-8.4091,"Yeh Sumbul, Bali, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,100.35427,-0.94924,"Padang, West Sumatra, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,110.83806,-7.6725,"Sukoharjo, Central Java, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,109.65361,-7.66861,"Kebumen, Central Java, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,110.59583,-7.53306,"Boyolali, Central Java, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2004,109.40667,-7.7325,"Pesawahan, Central Java, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,78.52349,17.38649,"Amberpet, Hyderabad, Andhra Pradesh, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,74.167,15.233,"Sanguem, Goa, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,73.50258,21.87011,"Nandod, Gujarat, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,75.867,15.667,"Nidagundi, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,74.4189,14.42853,"Kumta, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,77.60329,12.97623,"Bangalore, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,79.31271,9.2885,"Rameswaram, Tamil Nadu, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,78.117,9.933,"Madurai, Tamil Nadu, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,101.7,3.16667,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,Chikungunya,Chikungunya virus,point,,Malaysia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,111.81667,2.3,"Sibu, Sarawak, Malaysia",,Chikungunya,Chikungunya virus,point,,Malaysia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,100.51885,6.17055,"Pokok Sena, Kedah, Malaysia",,Chikungunya,Chikungunya virus,point,,Malaysia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,100.479,5.995,"Pendang, Kedah, Malaysia",,Chikungunya,Chikungunya virus,point,,Malaysia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,101.5248,3.50925,"Selangor, Malaysia",,Chikungunya,Chikungunya virus,point,,Malaysia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,55.233,-21.033,"Saint-Gilles-les Bains, Region Reunion, Reunion",,Chikungunya,Chikungunya virus,point,,Reunion,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,103.80805,1.29162,Singapore,,Chikungunya,Chikungunya virus,point,,Singapore,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,80.39917,6.68278,"Ratnapura, Sabaragamuwa, Sri Lanka",,Chikungunya,Chikungunya virus,point,,Sri Lanka,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,81.3487,6.8714,"Monaragala, Uva, Sri Lanka",,Chikungunya,Chikungunya virus,point,,Sri Lanka,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,81.4,7.1,"Embilipitiya, Uva, Sri Lanka",,Chikungunya,Chikungunya virus,point,,Sri Lanka,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,99.611,7.556,"Trang, Trang, Thailand",,Chikungunya,Chikungunya virus,point,,Thailand,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,98.91666,8.06667,"Krabi, Krabi, Thailand",,Chikungunya,Chikungunya virus,point,,Thailand,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,100.53333,7.13333,"Songkhla, Thailand",,Chikungunya,Chikungunya virus,point,,Thailand,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,105.85,21.03333,"Ha Noi City, Vietnam",,Chikungunya,Chikungunya virus,point,,Vietnam,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,105.53333,-1.96667,"Pangkalberas, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,99.274,1.38,"Padang Sidempuan, North Sumatra, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2005,109.29417,-7.51417,"Banyumas, Central Java, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,113.74472,23.04889,"Dongguan, Guangdong, China",,Chikungunya,Chikungunya virus,point,,China,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,4.8307,43.33814,"Rhone, Provence-Alpes-Cote d'Azur, France",,Chikungunya,Chikungunya virus,point,,France,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,4.85,45.75,"Lyon, Rhone-Alpes, France",,Chikungunya,Chikungunya virus,point,,France,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,6.73333,43.43333,"Frejus, Provence-Alpes-Cote d'Azur, France",,Chikungunya,Chikungunya virus,point,,France,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,13.67533,-0.65487,"Okondja, Haut-Ogooue, Gabon",,Chikungunya,Chikungunya virus,point,,Gabon,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,13.15857,-1.4085,"Mounana, Haut-Ogooue, Gabon",,Chikungunya,Chikungunya virus,point,,Gabon,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,13.21775,-1.55746,"Moanda, Haut-Ogooue, Gabon",,Chikungunya,Chikungunya virus,point,,Gabon,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,9.45059,0.38364,"Libreville, Estuaire Province, Gabon",,Chikungunya,Chikungunya virus,point,,Gabon,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,12.70818,-0.81742,"Lastoursville, Ogooue-Lolo, Gabon",,Chikungunya,Chikungunya virus,point,,Gabon,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,12.47359,-1.13032,"Koulamoutou, Ogooue-Lolo, Gabon",,Chikungunya,Chikungunya virus,point,,Gabon,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,13.58333,-1.63333,"Franceville, Haut-Ogooue Province, Gabon",,Chikungunya,Chikungunya virus,point,,Gabon,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,75.7,16.83333,"Bijapur, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,76.24444,12.78414,"Hole Narsipur, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,76.24444,12.78414,"Hole Narsipur, Karnataka, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,73.85674,18.52043,"Pune, Maharashtra, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,72.88404,19.07132,"Kurla, Maharashtra, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,86.53333,20.3,"Kujang, Orissa, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,86.40766,20.20335,"Ersama, Orissa, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,80.91972,26.84943,"Lucknow, Uttar Pradesh, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,49.38333,-18.16667,"Toamasina, Toamasina, Madagascar",,Chikungunya,Chikungunya virus,point,,Madagascar,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,48.53333,-20.58333,"Nosy Varika, Vatovavy Fitovinany, Madagascar",,Chikungunya,Chikungunya virus,point,,Madagascar,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,47.317,-18.533,"Mananjary, Antananarivo, Madagascar",,Chikungunya,Chikungunya virus,point,,Madagascar,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,48.01055,-22.14862,"Manakara, Vatovavy Fitovinany, Madagascar",,Chikungunya,Chikungunya virus,point,,Madagascar,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,47.63333,-21.3,"Ifanadiana, Vatovavy Fitovinany, Madagascar",,Chikungunya,Chikungunya virus,point,,Madagascar,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,48.12316,-21.23884,"Mananjary, Madagascar",,Chikungunya,Chikungunya virus,point,,Madagascar,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,55.267,-21,"Saint-Paul, Reunion, Reunion",,Chikungunya,Chikungunya virus,point,,Reunion,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,55.267,-21,"Saint-Paul, Reunion, Reunion",,Chikungunya,Chikungunya virus,point,,Reunion,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,55.4504,-20.88231,"Saint-Denis, Reunion, Reunion",,Chikungunya,Chikungunya virus,point,,Reunion,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,55.71937,-21.03801,"Saint-Benoit, Reunion, Reunion",,Chikungunya,Chikungunya virus,point,,Reunion,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,55.57711,-21.35795,"L'Hermitage, Reunion",,Chikungunya,Chikungunya virus,point,,Reunion,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,55.33938,-21.24181,"Les Avirons, Reunion, Reunion",,Chikungunya,Chikungunya virus,point,,Reunion,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2006,105.5,-5.617,"Sidomulyo, Lampung, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,11.8825,-4.24778,"Mfilou, Kouilou, Republic of the Congo",,Chikungunya,Chikungunya virus,point,,Republic of the Congo,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,15.2662,-4.2767,"Brazzaville, Congo",,Chikungunya,Chikungunya virus,point,,Congo,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,73.81568,15.39585,"Vasco, Goa, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,74.13697,15.53223,"Valpoy, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,73.83333,15.48333,"Panaji, Goa, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,73.80898,15.59154,"Mapuca, Goa, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,74.04764,14.99312,"Canacona, Goa, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,76.91666,8.48333,"Thiruvananthapuram, Kerala, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,86.18333,22.8,"Jamshedpur, Jharkhand, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,83,25.33333,"Varanasi, Uttar Pradesh, India",,Chikungunya,Chikungunya virus,point,,India,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,47.317,-18.533,"Mananjary, Antananarivo, Madagascar",,Chikungunya,Chikungunya virus,point,,Madagascar,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,57.47101,-20.26026,"Quatre Bornes, Mauritius",,Chikungunya,Chikungunya virus,point,,Mauritius,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,166.45,-22.26667,"Noumea, New Caledonia",,Chikungunya,Chikungunya virus,point,,New Caledonia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,100.36667,-0.31667,"Bukittinggi, West Sumatra, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2007,109.3,-0.41667,"Ambawang, Indonesia",,Chikungunya,Chikungunya virus,point,,Indonesia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2008,89.13248,27.02967,"Samtse, Bhutan",,Chikungunya,Chikungunya virus,point,,Bhutan,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2008,89.39048,26.85892,"Phuntsholing, Bhutan",,Chikungunya,Chikungunya virus,point,,Bhutan,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2008,104.76952,11.74781,"Phumi Trapeang Roka, Kandal, Cambodia",,Chikungunya,Chikungunya virus,point,,Cambodia,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
2008,15.31357,-4.32758,"Kinshasa, Kinshasa, Democratic Republic of the Congo",,Chikungunya,Chikungunya virus,point,,Democratic Republic of the Congo,Nsoesie2016,,Outbreak location,Not specified,Compiled from literature and surveillance reports (IHME),,GAUL
