"DataType","IfPolygon_AdminLevel","Year","Latitude","Longitude","Country","ADMcode","Disease","ADMSource","NumCases","LocationName","Pathogen","Source"
"point",NA,"1964",38.03,69.58,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1965",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1965",47.23,39.71,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1965",38.0944,69.3321,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1965",38.03,69.58,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1965",38.5093,68.2241,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1966",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1966",47.23,39.71,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1966",38.0944,69.3321,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1966",37.657,69.6272,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1966",38.3873,69.3197,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1966",38.5525,69.0195,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1966",38.5093,68.2241,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1967",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1967",47.23,39.71,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1967",42.6137,20.863,"Serbia",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1967",38.5093,68.2241,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1967",0.0524,32.4649,"Uganda",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1967",40.7831,72.336,"Uzbekistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1968",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1968",47.23,39.71,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1968",37.2664,68.1337,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1968",37.87,68.73,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1968",38.5093,68.2241,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1968",39.0885,63.5724,"Turkmenistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1968",41.835,59.9579,"Turkmenistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1969",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1969",47.23,39.71,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1969",37.235,69.0988,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1969",38.3141,69.0458,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1969",38.44,68.78,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1969",39.0885,63.5724,"Turkmenistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1969",41.835,59.9579,"Turkmenistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1970",36.3114,74.6253,"Jammu Kashmir",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1970",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1970",31.0882,73.9624,"Pakistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1970",47.23,39.71,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1970",42.46,20.52,"Serbia",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1970",42.0084,20.9743,"The former Yugoslav Republic of Macedonia",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1970",39.0885,63.5724,"Turkmenistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1970",41.835,59.9579,"Turkmenistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1971",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1971",47.23,39.71,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1971",39.0885,63.5724,"Turkmenistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1971",41.835,59.9579,"Turkmenistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1972",47.101,17.9105,"Hungary",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1972",47.5978,20.2794,"Hungary",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1972",47.5,19.08,"Hungary",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1972",47.43,21.46,"Hungary",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1972",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1972",47.23,39.71,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1972",37.87,68.73,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1972",39.0885,63.5724,"Turkmenistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1972",41.835,59.9579,"Turkmenistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1973",47.101,17.9105,"Hungary",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1973",47.5978,20.2794,"Hungary",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1973",47.5,19.08,"Hungary",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1973",47.43,21.46,"Hungary",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1973",8.56,76.96,"India",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1973",28.6,77.2,"India",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1973",13.0594,80.2496,"India",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1973",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1973",47.23,39.71,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1973",38.5353,68.771,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1976",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1976",33.606,73.0436,"Pakistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1976",47.23,39.71,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1976",38.03,69.58,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1976",39.0885,63.5724,"Turkmenistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1976",41.835,59.9579,"Turkmenistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1977",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1977",38.03,69.58,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1977",37.84,68.78,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1977",38.5256,68.5471,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1977",38.44,68.78,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1978",42.7609,80.7852,"China",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1978",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1978",38.03,69.58,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1978",38.44,68.78,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",34.05,45.11,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",34.207,43.9019,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",32.6134,44.0244,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",32.03,44.4,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",36.33,43.11,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",32.6134,40.0244,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",33.4297,43.3109,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",36.8637,43.0001,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",33.3213,44.4244,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",33.32,44.39,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",33.3489,44.4054,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",33.36,44.27,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",33.3369,44.5174,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",35.5512,45.4381,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",30.49,47.81,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",38.44,68.78,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",25.2522,55.28,"United Arab Emirates",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1979",25.36,55.39,"United Arab Emirates",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1980",40.4878,22.3158,"Greece",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1980",34.207,43.9019,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1980",32.03,44.4,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1980",36.33,43.11,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1980",33.36,44.27,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1980",33.3369,44.5174,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1980",35.5512,45.4381,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1980",30.49,47.81,"Iraq",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1980",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1980",46.34,48.04,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1980",25.36,55.39,"United Arab Emirates",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1981",42.1436,24.7501,"Bulgaria",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1981",40.4878,22.3158,"Greece",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1981",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1981",46.34,48.04,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1981",-24.1,29.06,"South Africa",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1981",-28.73,24.76,"South Africa",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1981",-26.2708,28.1123,"South Africa",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1981",-25.8101,28.7399,"South Africa",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1981",-26.1454,28.1108,"South Africa",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1981",-27.6493,25.5894,"South Africa",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1981",38.44,68.78,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1981",0.1164,32.4333,"Uganda",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1982",43.4968,79.92,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1982",15.2333,-12.1833,"Mauritania",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1982",16.6612,-9.6181,"Mauritania",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1982",16.5107,-15.806,"Mauritania",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1982",46.34,48.04,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"1982",-26.1454,28.1108,"South Africa",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
